0.000000e+00	9.124800e+00
4.000000e-02	1.003480e+01
8.000000e-02	1.103600e+01
1.200000e-01	1.209390e+01
1.600000e-01	1.314030e+01
2.000000e-01	1.415370e+01
2.400000e-01	1.508950e+01
2.800000e-01	1.589320e+01
3.200000e-01	1.650420e+01
3.600000e-01	1.688980e+01
4.000000e-01	1.702090e+01
4.400000e-01	1.682090e+01
4.800000e-01	1.633220e+01
5.200000e-01	1.555270e+01
5.600000e-01	1.452280e+01
6.000000e-01	1.327850e+01
6.400000e-01	1.185970e+01
6.800000e-01	1.030900e+01
7.200000e-01	8.673900e+00
7.600000e-01	7.054000e+00
8.000000e-01	5.498800e+00
8.400000e-01	4.069400e+00
8.800000e-01	2.822000e+00
9.200000e-01	1.796600e+00
9.600000e-01	9.950000e-01
1.000000e+00	4.153000e-01
1.040000e+00	8.960000e-02
1.080000e+00	0.000000e+00
1.120000e+00	1.156000e-01
1.160000e+00	4.016000e-01
1.200000e+00	8.362000e-01
1.240000e+00	1.376300e+00
1.280000e+00	1.970200e+00
1.320000e+00	2.579900e+00
1.360000e+00	3.183200e+00
1.400000e+00	3.748400e+00
1.440000e+00	4.257600e+00
1.480000e+00	4.694800e+00
1.520000e+00	5.043100e+00
1.560000e+00	5.287600e+00
1.600000e+00	5.474000e+00
1.640000e+00	5.616700e+00
1.680000e+00	5.746900e+00
1.720000e+00	5.895000e+00
1.760000e+00	6.077800e+00
1.800000e+00	6.301300e+00
1.840000e+00	6.613400e+00
1.880000e+00	7.040500e+00
1.920000e+00	7.590900e+00
1.960000e+00	8.290100e+00
2.000000e+00	9.124800e+00
